,Unnamed: 0,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts,average_temp,day_of_year,year,pace_min,pace_min_sec
0,0,2,Afternoon Run,2.0833000000000004,686,735,6.0,Run,Run,0.0,12467977731,2024-09-21 15:06:51+00:00,2024-09-21T16:06:51Z,(GMT+00:00) Europe/London,3600.0,,,,5,0,0,1,0,False,False,False,True,only_me,False,,"[55.95868435688317, -3.2126547396183014]","[55.96808818168938, -3.200113819912076]",3.037,4.98,83.5,True,146.5,159.0,False,True,66.2,59.0,13293127856.0,13293127856.0,garmin_ping_371822598956,False,0,0,False,32760347,1,a12467977731,elptIxpqRg@Wa@Wk@m@m@w@i@g@e@m@IYBsA_@eBEc@_@cFMwC]eBImASkAWaAS}Az@sACEYsCg@kCS_AK{@?q@C]Ms@f@c@LOL_@FkBTaB?c@IcAQeAUc@a@Im@IaJzFEEESMb@[h@a@j@i@|@wCxAwAh@eAd@_@Z_Br@,2,,,,,265,2024,5.4880878094049494,5:29
1,1,2,Afternoon Run,5.230300000000001,1413,1514,29.0,Run,Run,,12458804732,2024-09-20 13:37:33+00:00,2024-09-20T14:37:33Z,(GMT+00:00) Europe/London,3600.0,,,,12,0,0,1,0,False,False,False,False,everyone,False,,"[55.96069919876754, -3.1977532245218754]","[55.95855443738401, -3.245029002428055]",3.702,6.176,84.2,True,147.0,163.0,False,True,76.2,46.4,13283316012.0,13283316012.0,garmin_ping_371553581323,False,10,0,False,32760347,1,a12458804732,_hqtIlloRcAfAsAnAiCrA_C~@q@d@aAf@c@Na@Tu@ZkAHw@Rc@Fu@\IHg@TKJuAd@c@Vm@VkBh@UJ]XQ@g@JkA^g@H}@b@e@Jm@PiCjAc@H}@^wDt@aAPi@?IBKZl@pDXdAXt@NhAVbA?p@DJb@vFx@hF@d@VtBJjA@dABvFBt@?bAFhB?tE\~DJ`BKxA@vBKdEBtBb@lFHfDCnCd@fIF|AH~@D~@Z|APrDJnAXzARvB?PCZ@?EBEl@CFIACB?XFx@@`CHnCLf@?`@Jh@A\?MP^@PF@@CA@@VJt@JhA?|@V|AH`DRvC@pAFtACfCDvAn@tHd@zEn@lD\~AX~@v@vBvAlCx@bAZj@VTv@h@b@f@fAl@jA^`@Vd@H`@PpAv@~@b@j@d@j@XNLZPjAb@jAjAPHf@Fh@U`@?^V~A|AlA`AnCtCb@Th@\j@h@~@h@J@b@PjAr@vAb@p@Hl@J`@@,2,,,,,264,2024,4.5026097929373075,4:30
2,2,2,Morning Run,2.7432,867,907,13.0,Run,Run,0.0,12447974303,2024-09-19 06:49:04+00:00,2024-09-19T07:49:04Z,(GMT+00:00) Europe/London,3600.0,,,,4,0,0,2,0,False,False,False,True,only_me,False,,"[55.9591662324965, -3.211981002241373]","[55.95960787497461, -3.2144341338425875]",3.164,5.237,84.4,True,138.2,154.0,False,True,52.6,35.6,13271723191.0,13271723191.0,garmin_ping_371227917723,False,3,0,False,32760347,1,a12447974303,cwptIjdrRa@XoAl@gAr@}@FWIc@YKY@OO{@O]GEOAQB[NSTGd@?^Mh@_ArAeCdBk@h@IP]VUX]Z_ALq@\k@Rq@d@o@Zo@f@YPUDY`@KTCl@Fx@Jb@PfBNbATh@f@|C\~Cb@|Bb@vAId@B\BX^bCf@dCd@jBb@b@`@Jt@AXKd@WbBmADA^WPc@NMD?`@MVQvAw@pAy@b@UZ[\kADkAG_AEkE_@uHMmF?_ADIT?v@JdBF,2,,,,,263,2024,5.267570720326626,5:16
3,3,2,Afternoon Run,7.7053,2210,2915,29.0,Run,Run,,12442598781,2024-09-18 14:55:52+00:00,2024-09-18T15:55:52Z,(GMT+00:00) Europe/London,3600.0,,,,24,1,0,1,0,False,False,False,False,everyone,False,,"[55.958642195910215, -3.209793157875538]","[55.95883053727448, -3.207591148093343]",3.487,6.466,85.1,True,156.5,186.0,False,True,40.4,23.6,13266028028.0,13266028028.0,garmin_ping_371058134355,False,21,0,False,32760347,1,a12442598781,{sptIbjqRM[AaAQ_CM[Iy@G_AIqCWwCS_ACcAKkAOaAe@uBBq@Ci@E]KuAOu@EcAFcA?KSwBWsAEg@V_@TSTcAHuBDUJgACq@WkBOSc@Ia@D}HnE_@`@cAx@gAjAi@^c@Pu@PgBfAQHq@P{@n@c@V]Lg@^YJ]^g@NWRKBwAFeBP}Ar@OV[Tc@LgBp@cAVMHq@LyAd@mAj@c@NcALe@J}@`@g@XwAb@gAb@g@Li@ByAPyBPqAf@SN_A~@i@Hq@NiLnDq@Xk@Je@Ps@DMd@[l@k@^oBrB]nAKV]R]f@ITIn@[vAGj@GdAEnFM`FGjEGfAEtDUxHFfAJ|@`@lB`@jETfBFdAYFOmBY}BG}@UeBECCQ?QImAI}BDuA?qCDuBBoAHaAFeBDgED_ANsAHoAPsFPoCBMBB`@y@TQTUH]Fu@Ha@JY~AeB`@_@^IZSDIVMDGfAk@NEz@Gd@UPCn@W|KmFL@fAg@FCh@?NCl@@j@SdAWRBp@Sn@[TIP@h@M|@a@f@]`A[z@[hASp@Iv@[r@Kt@a@d@GT?f@CfBwA`@OHGb@Ab@K~AGj@WhC_AtDiBJAtAm@nFeCt@s@x@i@TQ`@a@Xg@`@_@hKoHb@f@PfAXr@N~@?JCh@QlA?~@O^cAv@CF?Z`@`C`AfEL~@HhAR|@BFAv@Bz@PpA^`ETtAXjE,2,,,,,262,2024,4.780259475079924,4:46
4,4,2,To the beach and back,7.4995,2706,4913,28.0,Run,Run,0.0,12432635445,2024-09-17 11:56:59+00:00,2024-09-17T12:56:59Z,(GMT+00:00) Europe/London,3600.0,,,,10,1,0,1,0,False,False,False,False,everyone,False,,"[55.958279, -3.208255]","[55.958111, -3.208758]",2.771,5.52,81.1,True,136.8,160.0,False,True,26.4,9.6,13255413278.0,13255413278.0,garmin_ping_370771746338,False,0,0,False,32760347,1,a12432635445,sqptIlkqR[[q@sA?iAKcAIU[c@Ea@UeEc@cEOgCMe@EgAIw@Kw@GGF]?@A@AEB[Ac@UuAa@aDMw@a@kBGa@GiABm@r@_ANi@F_AJs@Ni@Dg@Am@a@eC]M]?[VkH|DSB[J[XU`@o@~@WNIJsBn@[Vc@Na@VqAd@wBrA_@NgAl@e@NsBRaBd@c@?}@Nw@lAEBO?MJ[LW?i@NUASDO?qAv@g@J[TcC|@MJgAf@e@Vi@HyAf@_@HWLc@F[NOB_@Lm@HgCj@a@DMLWHc@Fg@Ru@d@UHYNk@FUJKH_I`C?B_@JIACTMBQAa@Hw@v@c@L{@Fc@N_@^c@r@gAdAm@f@QXG^KXWJSD[`@{@vDM|B_@vM[dW`@nDLh@VbBf@~EBj@OUSwAOiBSqAKs@Sm@Mk@Gc@Ky@Cq@`@kMFkGTiFT_HL}A^iBPo@Pa@TQT]j@eBhBoC^YRM\O|@UVMr@Sb@El@D`@WLCrAo@xIqCNQRAFK\QXWTMHIz@YrBg@bAYfBo@h@MhAs@x@SrAGlAUb@QpBm@~Aq@rA]b@Qf@_@~Bu@z@Sf@FhAi@`@WvAe@bDuAPC`Aa@p@e@jAo@NGZGrAq@h@Q`@UVWfAw@^_@~@{AXwAD@`@l@RRDLD?PRh@`ALP^Xt@z@b@H^RN`@Lf@L|@\zA\dC`@|D`@j@Df@FdBDLDhCVjCRjADpATrCLdARfCF^AVHx@TxAP`@^X,2,,,,,261,2024,6.01373424894993,6:00
5,5,2,Morning Run,23.507,7266,7510,281.7,Run,Run,,12406822855,2024-09-14 09:49:05+00:00,2024-09-14T10:49:05Z,(GMT+00:00) Europe/London,3600.0,,,,13,3,0,1,0,False,False,False,False,everyone,False,,"[55.959199760109186, -3.2138964347541332]","[55.96320463344455, -3.2185605447739363]",3.235,6.752,83.4,True,173.2,205.0,False,True,165.6,7.1,13227764867.0,13227764867.0,garmin_ping_369983161504,False,10,0,False,32760347,1,a12406822855,gtptIdzrRmHK[\eBtGc@fAwDlDSp@tAxNh@lB`AnGhBrMn@fH~BpQb@pBhA~XfAfRYfF{A|H[vDNlGv@jGh@xBPvA^PvBMlDd@`@XIpBsAx@mCrDqCnFq@hBgDrQmApDiChM}EvScE`TgBpGuBlJyDvTk@tBeCbCy@|A_XdSM`@Kr@wAEuAtA{@tAq@rBkBlLg@tAe@n@uGnBmT`Eo@pBGxAuA`AGz@U~NBvEl@nIjBrOXhGc@`QWfC_AtEQlDIrDThIYpCqB`JAhAT`@lDzBlFjBlAH|@l@hDWn@^zATb@d@hAhBDpCv@hAZJd@fBZvCp@tAbBvLCtAJt@VZf@`B`CvEVN^|@hBd@bDnClCjDx@nBzBrDjDlBpBzAhAdB`@jAhAZxBIdBmAfAwAJw@GeGd@mEk@qG?_E_@uAUaCa@iAa@uBB{CcBeMw@kEgBqDgAwCoBuNBaElA}GfAaJtBqGlCkDfAkBj@uCPqBa@sKuAyJs@}A_CkHY{ACoEv@wG|CiHrB}C~EcDnB~AlAZh@tAz@dAdB`D|AtDXNVUQiAc@cNq@wEMgCT{Bv@sCb@m@^Qj@eA_@z@f@v@D`AXj@tBa@`BDtC`@nBgA^e@~AoDj@IvAqAfDy@h@?fE}@\k@X@fAiA`Aa@dAEjC{B`@HnAlBPG~@mDdA[^_@v@aBjBm@t@?vAwAf@C\iAp@ON_@BaAb@aAOsDdAsK`@cCZyEjAoDp@]p@CBqCLs@x@\TGAMf@M\kARKhANdAbBbBFNq@@w@lAeGr@yA|@iD?wBTM\^Tg@PqDbBmBh@IZk@nCsBh@Bz@zC`@ZdBhFlA~B|A{E~AcC|BkFrDoGj@uAn@}Cx@mHM}Ec@wD_@sASGq@oA}AcLsA_GwAqIyC|Bq@TeC^iBCsAkA}@qAwBkG}@yAcBeBi@yE}@oD[qDWu@Iq@X}ECgFf@yAU_Ec@}@q@e@Km@WNOe@@sAwAcCWuAq@gAeA{@Rs@]YeAYK\Vd@\PV]MCVl@EQs@FaE`AsBzA_GtDuAdCk@Ze@p@qAvCQp@kB|BsEdPeEpIyE`G{BrBsCpAy@~@aCf@mGVeJqA{AcA[w@eCkA}JaJmA^k@UmEmCmDuC}GkBgDiCu@aAiCeEkBwH]kDaAeUo@gHAmAi@_DjEaAPJd@YbABJqCk@uK@OpAsBhJuF~RwMrBwBhBkAZkA,2,,,,,258,2024,5.151656953247969,5:09
6,6,2,Run and swim,8.1309,3225,3882,40.7,Run,Run,0.0,12390243412,2024-09-12 08:52:48+00:00,2024-09-12T09:52:48Z,(GMT+00:00) Europe/London,3600.0,,,,16,1,0,1,0,False,False,False,False,everyone,False,,"[55.95928458496928, -3.212939640507102]","[55.958614870905876, -3.209899105131626]",2.521,5.842,83.8,True,146.5,169.0,False,True,25.1,10.2,13209941373.0,13209941373.0,garmin_ping_369475492098,False,5,0,False,32760347,1,a12390243412,axptI`erRo@j@wAz@Y^a@\c@J_@]Si@a@eBAWAaCGiCMuB[{BQ}@Fq@@_AUsAMwAGsAEeDHkBCqCHw@TYA{B@YTeCNaC@c@IaAQcAH]JON[Ou@o@wAOuAV}A@_@?i@KsBFwAC}BCKCo@Ye@YYi@hAo@|@[^wAxAa@TsBp@uBfAc@b@m@Xo@`@QD[BW\QDS?MXUFwANe@Jm@VqAv@{Ap@w@Ji@V}A`@[Jm@Jq@^s@VyA^e@NaBr@}@\aB~@g@Fi@VaAH_ANaAJoBZsA`@i@\sAl@qARcIxDqA^KFw@NW\i@Jm@FMDqAvAu@p@s@v@Ub@U`Aa@PYp@G??N{@vDSpFc@hIYzNEdFD~@f@vCVhLC?d@i@?KEo@g@uFMcAWgAAKDQQgDFwCEoB@oAJiGp@kR@U^mBd@sAd@YJQR}@d@aBj@w@PQ`@YPQp@]d@q@HE\ID?TS`@MN@t@CRMf@k@h@[VCRFxJaB@KP]z@]h@m@ZOh@?\Kr@e@l@OfBq@rA[`@Ub@ObAWd@@LIz@Yp@]l@Qd@W~Ag@\O`AWf@Gb@MLKj@OdAe@fAu@rCg@|@e@z@Qd@Cn@Oj@UjBi@XMTQ^O`Aq@VKt@u@f@[pAg@vAkAl@{@lAs@dJmENBBD@LNn@Vr@Fx@Ch@Ib@C`@@bAKZe@V[`@M\^lBH~@PfA`@dBH|@RpBRJANCH?~BBNP^DV@jAHzBRt@HxAT|BL`BTdBL|BPf@^fB,2,,,,,256,2024,6.6105843141595635,6:36
8,8,2,Braemar gathering hill run,5.3357,2538,2551,386.0,Run,Run,0.0,12351013872,2024-09-07 12:21:24+00:00,2024-09-07T13:21:24Z,(GMT+00:00) Europe/London,3600.0,,,,0,2,0,16,0,False,False,False,False,everyone,False,,"[57.00392092578113, -3.4067166689783335]","[57.004348151385784, -3.406683560460806]",2.102,5.034,70.5,True,189.7,205.0,False,True,691.8,303.4,13168022043.0,13168022043.0,garmin_ping_368393608975,False,0,0,False,32760347,1,a12351013872,mf|zIz`yS?^_@dBDZdAdBPJp@r@Zz@H\FB?DNTHVH@f@x@HFBTL\hA`B\l@Z@^Q^Il@RJAL@^VXGVL`@YH?RK\_@JQf@i@b@m@DMNSLc@j@aCNa@Ha@LYPQt@c@XUTMH@NLPP\FJRDX`@x@BDRHH@BEF]FOPNHEBIHGJCX@j@J~@DJHVFHNBCHYD]DIVUF?HDFdA@BJ@NTVNBJFBBF@lBFf@DDX@DDV\JV\AFDBRCT@^L|@^|AHF?b@AZ@TFHJd@@\Ax@Fb@LJTBJLF@FFH\FFPf@F\f@`ATpAV|@DHb@rBHJ?b@^z@RZFZJT`@h@v@rARd@Lp@FFj@@NQJAl@JZIDEP@NSNBJHF?JKD?XNNDNLJTHHHFHBXd@JDT^DD\BHHHZB?@[EYKq@YkAo@eBk@uB_@aAOe@sAaDa@o@KSg@k@o@g@W]i@k@GEUEEEQY]cAa@k@i@[MMk@Wu@e@W[_Ac@MKe@w@IQIm@IGSC[MOQO]Ks@Aa@F[EOGIM?UBKWMM[QKCGGEKGq@@k@Ew@MOOIMYQCEc@?a@GKGAYXUv@GFEAAEUASIMBUGkBKg@p@AAGHQ?MCGIUm@C[IWQMIAg@YGAQDoAx@GHy@nC]pAYj@wAbBq@dAKDYTo@rAQJOAOQ_@aASWe@Oc@Ha@POAg@kA]q@i@k@Ma@Yc@OQa@WWY?IGGa@{Am@i@QIKKo@eASc@AKFm@F[Ne@Bc@KcA,2,,,,,251,2024,7.927732068894428,7:55
9,9,2,Morning Run,4.5167,1395,1395,43.0,Run,Run,,12252257438,2024-08-27 05:40:05+00:00,2024-08-27T07:40:05Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,0,0,2,0,False,False,False,False,everyone,False,,"[45.956944366917014, -0.6729094963520765]","[45.95709222368896, -0.6730023678392172]",3.238,5.218,86.0,True,140.1,167.0,False,True,12.8,-27.8,13061194906.0,13061194906.0,garmin_ping_365570838682,False,0,0,False,32760347,1,a12252257438,obowGx}bCOrDI`AMpDo@lGA`AFrBCv@S|AMn@eArC_A|Ao@tAwBbD]^E@YEa@]Wa@_AgAYo@[]m@cAmAeCyB_D[w@{@eDOu@YaCMiBI_E?iAI}@Wg@q@q@]i@c@uAKy@CgAPyBPs@FKVmAFgAr@kII[SKw@]cAw@gDkDqAkAw@y@?o@jAmMPc@RUHYVsA?SZ}BPq@`@aDFi@@o@GuB@u@XmCRiEF}@f@yDTwANCPFrAz@t@n@l@bAPj@x@vDFRRf@jBlCjBvBj@v@r@hA`AvBh@zAlBnI`@vAl@tCxAhFdB~Dt@`D|@rB,2,,,,,240,2024,5.147563486616335,5:08
12,12,2,Morning Run,12.7356,4745,5278,27.0,Run,Run,,12212110652,2024-08-22 08:44:23+00:00,2024-08-22T10:44:23Z,(GMT+01:00) Europe/Paris,7200.0,,,,0,2,0,2,0,False,False,False,False,everyone,False,,"[46.24240692704916, -1.549190366640687]","[46.24329364858568, -1.548231728374958]",2.684,5.003,83.7,True,149.4,165.0,False,True,-32.0,-44.2,13019386400.0,13019386400.0,garmin_ping_364373625689,False,0,0,False,32760347,1,a12212110652,syfyGvfnHUvCAn@u@~Cm@lB{A|HGr@Q|@Gp@Dr@Nr@JVZj@h@v@FNLDjAbAFL?To@pAOx@m@xASp@Yl@@z@ChASXUPi@Hg@XGTGDDQPKf@HXWT]Nq@BsBLa@NU^{@b@wAXq@Tu@Tc@ZMtCjCRf@LjANZ^N`CPvAe@pD_CjCwAbA_AxAmBzCkDp@m@x@eAl@e@fCoCt@aAjCmC`CaE`FmHzEeIz@gArBcDd@m@fCqExB{CvAcCrAqBz@gATDd@`@X\Td@VZPDx@a@`AyAzBsB`@o@`@e@`@m@fCiC`B{A`@g@b@Y`@i@t@q@h@o@\d@b@ZhARRCLFTXTfATZd@GD[A[N_@RGXYNQHWlAE\OLS\eALs@DkAAGSGSDME}@aAYgAGi@Sy@e@s@FkBEG?UZuASaB@STe@Nm@B[@]Ce@KY?a@Ly@DGGWPKZFLEh@b@JGHe@LYLi@Fk@NY?e@La@DWCEBAGf@B`@Qv@Ar@Uf@EPIn@GLOAOU_Aa@{@Du@ScAABUXgA@KAAHQf@cB`CaEVi@?Eu@qAaAoAw@cBUOIWFGEQ]o@]k@sBmCmG_KkAaBIJQxAi@vCg@nBYl@]h@Wh@Ut@QvBUv@i@|CCp@D|@Gn@Kf@C?q@y@qBeBgCoC_AmA{A}As@}@iAiA@@UZ_ApDi@zAc@bCa@~Be@lFc@hCa@~E{@tE_CnI}AjFOVMIgB{Bc@e@sBcB_@GWX}EdLc@x@]~@s@zAE^CrBIdBUHeDc@qBI_Dg@i@C_CDOPOb@UAoAe@kIeAUP]fAQVI`@Fl@FrBDzFCRAbBGx@Md@UbCIhBKX@t@MzAAv@SjAQlBGjBY`DYhBG`ABpACLy@|BkAlEUzBi@dDGbAUt@C^Hl@Nn@\t@j@r@JFFK@@jA`AJZCVq@jAQJm@v@oA`AOFe@BeBO@A?}@Fk@BuBPkDFaA\aB`@@RNV|@^|@f@z@Z\d@Tv@n@H`@EZ[h@Ol@gAdCQl@Oj@DVA`@Oh@OVSHWOU`@Mn@QPDCJ_@@u@Da@DILGl@cATSR[MBi@g@Be@a@a@Ug@S]_@O]CAEPyELiBL{@t@wC^qBz@wFj@iFJu@JQCPAKJcA?a@i@OAG@wAT_C,2,,,,,235,2024,6.209627605557126,6:12
13,13,2,Evening Run,6.5461,2123,2799,47.0,Run,Run,,12198417652,2024-08-20 17:35:24+00:00,2024-08-20T18:35:24Z,(GMT+00:00) Europe/London,3600.0,,,,8,4,0,1,0,False,False,False,False,everyone,False,,"[55.959148379042745, -3.2127344515174627]","[55.959281818941236, -3.2150616869330406]",3.083,5.535,85.0,True,153.8,172.0,False,True,93.4,55.2,13004957744.0,13004957744.0,garmin_ping_363968635950,False,4,0,False,32760347,1,a12198417652,}`ptId|qR~@fBLLXDXRXj@X`@b@`@PJ^ZfB`Ah@Ff@PlAn@N@`@H`@NFD\d@d@Td@LJL\t@b@hCB|@JjAEnCGt@FdAP|@Pb@`@^JX^f@F@r@j@R^NnAR`CELKJk@IFFKjDEdAOb@[h@S@WC_@L[Tc@bAKvA?fAJh@Tr@d@^LZ^Z`@NhAXZBb@Fl@CZKZYZN\Ob@Ob@Bh@JBBL@\[?JZ\Zl@d@jAf@xAV`BP|BHpBAr@Cn@Kz@StCCp@DfBGl@KVMv@e@fBOZcAxAEv@HfAXz@Xl@R|@ZbAt@zAr@hAb@z@`BvB`@l@h@j@z@l@P@h@AQJYFwAf@oA\w@V_@BoAt@m@Rc@VeB`BoAfBmAlAa@f@iA`Bi@fAOh@Wl@Oj@S`@aAtCm@rAa@tAWp@{@vCU`AUr@kA`Co@r@k@|@Yl@e@t@QP]b@a@\a@R_@j@EJURa@Ja@Zs@|@OXa@b@aAb@EH]H_@Pc@`@i@FaAEa@@u@Ne@BIQKm@u@Sm@_@}@Wu@KiAUe@GUIIQy@mDe@mDMsAEmAAoALqDTkB`AsDPiAJaB@cDEkAWaDYeE]gNKaCYuDWoEDObBeC~@cBV]VSFQdBkCh@aAr@aAJiAI}Am@iGq@cFKWAYBo@GsBKcASkAOoCYuCE}@MaBAc@C_@CAHs@DcBHsAC_CJkA,2,,,,,233,2024,5.405254018932392,5:24
16,16,2,Morning Run,8.2739,2518,2571,37.0,Run,Run,,12167997012,2024-08-17 07:31:53+00:00,2024-08-17T08:31:53Z,(GMT+00:00) Europe/London,3600.0,,,,1,2,0,1,0,False,False,False,False,everyone,False,,"[57.43589948862791, -5.412557227537036]","[57.43510966189206, -5.41141209192574]",3.286,5.087,84.5,True,145.1,163.0,False,True,39.8,10.6,12971293997.0,12971293997.0,garmin_ping_363108558235,False,0,0,False,32760347,1,a12167997012,_cq}Ivc_`@OSWq@a@o@I[]_@eByCqB{Ce@o@}@yAQSg@a@[u@Ki@MoBM_AIW}@yAUcAw@mBIg@EcC@kAPaBDcAC_AIoAS}@]u@We@K[Q_Ac@oD]eFUmAi@uBUoBiA{FK_ACm@CcCGgBA_BCaA@gFIcAa@mCYcAIeAg@kCsAmDq@oBMaAEkA?cAD_BAgAMu@KU_@i@Qs@_@kAGUu@}AMq@SwCKm@YaAUs@[u@kAaB]u@Ki@s@_Ci@uCOyAScAiAgEk@wA[o@Ui@EQUoBMw@o@gCo@wAyA{DeByF_@_Aw@qA}AsDwBwBg@m@mAuBsAoBk@_AyAoCaEcG[s@Uq@w@aBoA{A}@w@s@c@YW]m@Ys@{AoB}@gBUa@[]~AzC~@tA^XjAnBvArAbAdAh@p@jB~D\n@rChEbDvFhBrC`@h@j@z@b@f@j@f@`@b@~@hB\t@z@zA\v@\~@j@rBfBhFZv@l@jAXz@Rv@LfAJlALz@Xt@xAzCPl@n@lCRnAZ|CXnAlArD\r@`AvA^z@l@pBTnCPfAv@hBb@dCHTXXFBHNJf@?dAGfA@fABxAJ~@V~@t@hBj@dBRx@r@zEZhAj@vCBZBpFJrCJfFFbBNz@`A`Ej@fDTfA@PCIFHXrAl@~EV`BJhBLbAx@fBVr@NpAFhBC`@UpAEbAD~CRt@`@~@n@`C\h@Tn@Hr@DpAHp@J\p@`Ab@x@dBfCpBfDpBrDd@p@,2,,,,,230,2024,5.072174750319277,5:04
18,18,2,Morning Run,26.0413,10609,10644,711.0,Run,Run,,12153388921,2024-08-15 09:16:02+00:00,2024-08-15T10:16:02Z,(GMT+00:00) Europe/London,3600.0,,,,0,2,0,1,0,False,False,False,False,everyone,False,,"[57.481904067099094, -5.329232309013605]","[57.43827357888222, -5.405323980376124]",2.455,4.267,79.8,True,174.4,205.0,False,True,653.6,0.2,12953486696.0,12953486696.0,garmin_ping_362664833192,False,0,0,False,32760347,1,a12153388921,gzy}Iplp_@v@zC}APaA|A_AIaAoCXxCc@pGJxIqAlLs@|M{BdGl@Jr@q@FZq@lEmAjEDjA_AnF{B~HaAfBaAOoA}B[V_AfEu@u@O~@w@cA_@p@eAKi@aAiBmAo@gB_E~@QTKtA_AjAe@UqBDOdA[Ds@jBk@\Gn@_CLsAnA_Bf@gBvEw@l@yCbEq@tBwAc@UhA{AjC_GbGkG~BCtF_Az@sA_@oDpEwDlImB`GaAtIkApUVdDEhB^fB[zFc@|CZ~GG|EaAjESjGWbBDpAaAbGH`EmAvHFrCWpA?nBu@fAeApDEfBcAtH_@bNs@fDw@xIWrIi@lEGhCkAjE`ArQ]pDH|Bx@zEh@fIz@~Cp@lG?dCl@dFVfIAjJh@bKFhLeBbH]ViBe@m@|@mDG{AnAkAV_CbD_AtDgAxBuG~H[l@m@hEgBjCBfH_A`EgAzAO~@xAnIlD|GPnAAxBoB~I?pD|AzB`HnBCfCaBhEQhAf@C`@d@zBq@nGb@pArAx@jH~@p@V|B`@_@~B^l@`@D|@`@X|A@PzAjApBRpEj@j@tCvN`AzAZnBvAn@rBvDhAx@RbBb@^^_A`E_@|@aBxFeAVoBrA}B|BYvAkBdAaD`@_@zAoG|@}ANsA|BoCp@yEt@a@N}AzByDpAkFpBaEpCqDb@cFWiErAaGj@U|@yBhABjBsGlBAJm@fCyCx@wCt@c@d@_Ad@Vh@_@`DgEhC\vE{BtB]r@iApByAbJqAjCeFpIn@nBwA`B}A`FeA~Al@hA{@hInCjCiAtDi@nC}A~@d@xGu@lBkBVwAh@u@tCk@RkA`C}@j@iBtGEtBmAf@}@fAPx@yCbAq@\XbF}FdBD|BkEbAGrCyCx@DbCyCfCErE{BxKiGb@yA|@iBdBt@vAyFjBwCfEgKpCY|@uAbA]rGpBdDpEpChCrDfBpFlEbCd@hHg@tEf@UNCr@x@Po@CUuAsCWWa@tBoGfAwCvBmLHuGhAaGvA_ChBhAZQ@_FTcAd@_ApAPrAwE}A{C{AyOmDqOW_VgBkLoB}Ey@iDFaIQ_AcAs@{AsGg@eFyDiGqAiEa@{BSqE{@kDwB}DcAmHsHwQ{CmGoCsC{HqNqCwDkC{FiE}DoAeCkBsBMs@dEpGrEnEjDnHpLzRxDlEbCfFhH`RjAtGjC`IfAlHlAtEhCvEv@|B`AtH`ApDhA~AFvJlCvHvAnIXbCd@rVnDdPrAfNhBdGDvCYlCHpDZbA,2,,,,,228,2024,6.789855601166864,6:47
